Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA_5,MA_10,MA_20,MA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,Williams_R,Volume_MA_10,Volume_Ratio,Price_Change,Price_Change_Pct,Volatility,ATR,Support,Resistance,Trend_5,Trend_20,Momentum_5,Momentum_10,Price_Position_20
2025-09-08 00:00:00-04:00,139.8800048828125,141.22000122070312,138.7689971923828,141.1999969482422,20095300,0.0,0.0,N/A,N/A,N/A,N/A,141.1999969482422,141.1999969482422,0.0,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,-1,N/A,N/A,N/A
2025-09-09 00:00:00-04:00,145.39999389648438,148.0,144.64999389648438,147.10000610351562,32792300,0.0,0.0,N/A,N/A,N/A,N/A,144.39583524068195,144.26346324040338,0.13237200027856488,0.07354000015475827,0.05883200012380661,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.9000091552734375,4.178476829171696,N/A,N/A,N/A,N/A,-1,-1,N/A,N/A,N/A
2025-09-10 00:00:00-04:00,145.4199981689453,145.9199981689453,143.22999572753906,143.92999267578125,21079900,0.0,0.0,N/A,N/A,N/A,N/A,144.2140167800163,144.1436505042725,0.07036627574379395,0.07223929342895322,-0.0018730176851592673,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-3.170013427734375,-2.1550056398390693,N/A,N/A,N/A,N/A,-1,-1,N/A,N/A,N/A
2025-09-11 00:00:00-04:00,148.1199951171875,156.8489990234375,147.86000061035156,155.44000244140625,50089200,0.0,0.0,N/A,N/A,N/A,N/A,147.75762173663608,147.3016168600645,0.4560048765715692,0.20224118473742744,0.2537636918341417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.510009765625,7.996950150308568,N/A,N/A,N/A,N/A,-1,-1,N/A,N/A,N/A
2025-09-12 00:00:00-04:00,154.07000732421875,155.4600067138672,152.05999755859375,155.05999755859375,20903300,0.0,0.0,148.5459991455078,N/A,N/A,N/A,149.74165114894126,149.1008173442621,0.6408338046791471,0.3327125733445549,0.3081212313345922,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.3800048828125,-0.24447045602418171,N/A,N/A,N/A,N/A,1,-1,N/A,N/A,N/A
2025-09-15 00:00:00-04:00,159.08999633789062,159.6999969482422,156.72999572753906,158.0399932861328,23567200,0.0,0.0,151.91399841308595,N/A,N/A,N/A,151.75858486243635,150.89126298910918,0.867321873327171,0.4776214173419246,0.38970045598524644,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.9799957275390625,1.921833983270238,N/A,N/A,N/A,N/A,1,-1,0.11926343273267515,N/A,N/A
2025-09-16 00:00:00-04:00,158.36000061035156,163.0,157.58999633789062,162.2100067138672,26017700,0.0,0.0,154.93599853515624,N/A,N/A,N/A,154.09078308184834,152.9042428857453,1.1865401961030386,0.6570298480142883,0.5295103480887503,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.170013427734375,2.638581121795247,N/A,N/A,N/A,N/A,1,-1,0.1027192385003608,N/A,N/A
2025-09-17 00:00:00-04:00,166.0,167.32000732421875,163.25999450683594,166.1699981689453,29344300,0.0,0.0,159.38399963378907,N/A,N/A,N/A,156.61152909230123,155.0416847650747,1.5698443272265195,0.8763963328490736,0.6934479943774459,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.959991455078125,2.4412744535936115,N/A,N/A,N/A,N/A,1,-1,0.15451960414715105,N/A,N/A
2025-09-18 00:00:00-04:00,162.5,164.7899932861328,161.3000030517578,162.47999572753906,19529600,0.0,0.0,160.79199829101563,N/A,N/A,N/A,157.7725206689322,156.1442057424841,1.6283149264480983,1.0500932582578268,0.5782216681902714,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-3.69000244140625,-2.2206189336625104,N/A,N/A,N/A,N/A,1,-1,0.0452907435380836,N/A,N/A
2025-09-19 00:00:00-04:00,164.69000244140625,166.25,162.61000061035156,162.80999755859375,18183200,0.0,0.0,162.3419982910156,155.44399871826172,N/A,N/A,158.7271205817359,157.06402013703593,1.6631004446999782,1.187442453039206,0.47565799166077216,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26160200.0,0.6950711385998578,0.3300018310546875,0.20310305251858285,N/A,N/A,N/A,N/A,1,-1,0.049980653437528,N/A,N/A
2025-09-22 00:00:00-04:00,163.75999450683594,167.43499755859375,163.02999877929688,164.25,18667700,0.0,0.0,163.58399963378906,157.7489990234375,N/A,N/A,159.73767434924974,157.99604400178407,1.741630347465673,1.3086955977455146,0.43293474972015833,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26017440.0,0.717507179799396,1.44000244140625,0.8844680689145124,N/A,N/A,N/A,N/A,1,-1,0.03929389380967585,0.16324365120352624,N/A
2025-09-23 00:00:00-04:00,165.00999450683594,167.8300018310547,162.8000030517578,163.0800018310547,18278600,0.0,0.0,163.75799865722655,159.3469985961914,N/A,N/A,160.33192920312288,158.6206883260418,1.7112408770810816,1.3951454416496274,0.31609543543145424,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24566070.0,0.7440587770042176,-1.1699981689453125,-0.712327652325917,N/A,N/A,N/A,N/A,-1,-1,0.005363387467963943,0.10863354904481648,N/A
2025-09-24 00:00:00-04:00,175.97999572753906,180.16000366210938,175.0,176.44000244140625,52642300,0.0,0.0,165.81199951171874,162.5979995727539,N/A,N/A,163.1289026546637,160.70821776052364,2.4206848941400665,1.6121852201555762,0.8084996739844903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27722310.0,1.8989146286871477,13.360000610351562,8.192298540805808,N/A,N/A,N/A,N/A,1,-1,0.06180420283822485,0.22587376794256842,N/A
2025-09-25 00:00:00-04:00,173.39999389648438,175.77000427246094,170.43499755859375,175.47000122070312,20712200,0.0,0.0,168.41000061035157,164.6009994506836,N/A,N/A,165.23019771129717,162.36614171964015,2.864055991657011,1.8740775195941726,0.9899784720628386,82.31187580512848,N/A,N/A,N/A,N/A,N/A,88.66903020385232,N/A,-11.330969796147683,24784610.0,0.835687953128978,-0.970001220703125,-0.5497626429841196,N/A,N/A,N/A,N/A,1,-1,0.07994833723990769,0.12886000041622014,N/A
2025-09-26 00:00:00-04:00,172.1699981689453,172.75999450683594,169.6999969482422,171.91000366210938,15931400,0.0,0.0,170.2300018310547,166.28600006103517,N/A,N/A,166.3491795623454,163.3985538008169,2.9506257615284994,2.097238963250524,0.8533867982779753,77.13375495627156,N/A,N/A,N/A,N/A,N/A,77.66044346750019,N/A,-22.33955653249981,24287420.0,0.655952752494913,-3.55999755859375,-2.0288354327393288,N/A,6.378502982003348,N/A,N/A,1,-1,0.055893410969683366,0.10866765361032837,N/A
